Site_ID,Name,Hierarchy,Primary_Typology,Secondary_Typology,Specific_Use,Site_Access,Site_Owner,Whole_Part,Site_Area_Ha,Ward
2204,Nethergate School, ,Institutional,,School,No access information,Nottingham City Council,Whole Site,1.4171,Clifton East
683,Adams Hill road verges,,Amenity Green Space,,,No access information,Nottingham City Council,Whole Site,0.8902,Lenton & Wollaton East
2146,Bulwell St Mary's Nursery & Primary School,Local,Institutional,,School,No access information,Nottingham City Council,Whole Site,0.863,Bulwell
2173,Greenholmes Independent school, ,Institutional,,Playing Field,No access information,Nottingham City Council,Whole Site,1.3893,Radford
1048,Wilford Primary School, ,Institutional,,Playing Field,No access information,Unknown,Whole Site,1.3885,Clifton West
1684,Lortas Road - old school,,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,1.3743,Berridge
2129,Ambleside Primary School, ,Institutional,,Institutional,No access information,Nottingham City Council,Whole Site,1.3372,Aspley
2361,Thane Road verge,Local,Natural and Semi Natural,,Green corridor,No public access,,Whole Site,1.2982,Lenton & Wollaton East
2128,Ambleside Junior School, ,Institutional,,School,No access information,Nottingham City Council,Whole Site,1.2781,Aspley
2268,Bestwood Sidings,Local,Natural and Semi Natural,,Woodland,No public access,Private,Whole Site,1.2599,Bulwell
2272,Burrows Farm Grassland - 1,Local,Natural and Semi Natural,,Grassland,No public access,Nottingham City Council,Whole Site,1.2572,Clifton West
2376,Woodthorpe Drive Open Space - 1,Neighbourhood,Natural and Semi Natural,,Scrub,No public access,Nottingham City Council,Whole Site,1.2452,Mapperley
456,Black Wood,Neighbourhood,Natural and Semi Natural,,Woodland,No public access,Scouts,Whole Site,1.2082,Berridge
2169,Firbeck Primary School,Local,Institutional,,School,No access information,Nottingham City Council,Whole Site,1.2024,Bilborough
1632,Lenton Lane industrial estate, ,Amenity Green Space,, ,No access information,Nottingham City Council,Whole Site,1.1942,Lenton & Wollaton East
2229,Robin Hood Junior School,Local,Institutional,,School,No access information,Nottingham City Council,Whole Site,2.3903,Bestwood
2291,Holme Farm Graslands and Woodlands - 1,Neighbourhood,Natural and Semi Natural,,Grassland / Scrub,No public access,Nottingham City Council,Whole Site,2.3862,Clifton West
1349,Electric avenue grassland,,Amenity Green Space,,,No access information,,Whole Site,2.2969,Meadows
1046,Whitegate Vale,Local,Institutional,,Playing Field,No access information,Nottingham City Council,Whole Site,2.2515,Clifton East
2160,Dovecote Primary School, ,Institutional,,Institutional,No access information,Nottingham City Council,Whole Site,2.2475,Clifton East
2161,Eastglade Primary School,Local,Institutional,,School,No access information,Nottingham City Council,Whole Site,2.1383,Bestwood
2227,River Leen School Playing Field, ,Institutional,,Institutional,No access information,Nottingham City Council,Whole Site,2.1012,Bulwell
2171,Glapton School,Local,Institutional,,School,No access information,Nottingham City Council,Whole Site,2.0314,Clifton East
2147,Cantrell Primary & Nursery School sports ground,Local,Institutional,,School,No access information,Nottingham City Council,Whole Site,2.0132,Bulwell Forest
413,Clifton Hall,Neighbourhood,Parks and Gardens,,Parks,No public access,Unknown,Whole Site,2.0119,Clifton West
2140,Bluebell School,Local,Institutional,,School,No access information,Nottingham City Council,Whole Site,1.9906,St Ann's
2245,Sycamore Junior and Infants school - 1,Local,Institutional,,School,No access information,Nottingham City Council,Whole Site,1.987,St Ann's
402,Bagthorpe Gardens (Private),,"Allotments, Community Gardens and Urban Farms",,"Allotments, Private",No public access,Private,Whole Site,1.8733,Sherwood
1847,Open Space along Thane Rd, ,Amenity Green Space,, ,No access information,Nottingham City Council,Whole Site,1.1571,Lenton & Wollaton East
2187,Highbury Vale, ,Institutional,,Playing Field,No access information,Nottingham City Council,Whole Site,1.1469,Bulwell Forest
2189,Hogarth School,Local,Institutional,,School,No access information,Nottingham City Council,Whole Site,1.1325,Mapperley
2228,Robert Shaw School Playing Fields,Local,Institutional,,Grass,No access information,Nottingham City Council,Whole Site,1.1314,Leen Valley
2266,Basford Junction (River Leen 8) - 2,City,Natural and Semi Natural,,Grassland / Scrub / Corridor,No public access,Nottingham City Council,Whole Site,1.1278,Basford
2270,Blenheim Farm,Local,Natural and Semi Natural,,Grassland / Scrub,No public access,Unknown,Whole Site,1.1248,Bulwell
2225,Radford Primary School, ,Institutional,,School,No access information,Nottingham City Council,Whole Site,1.118,Radford
2375,Woodland retained from former Springwood Centre,Local,Natural and Semi Natural,,Woodland,No public access,Nottingham City Council,Whole Site,1.1067,Mapperley
672,Clifton Agricultural Land - 2, ,Agricultural,,Mixed use,No access information,Nottingham City Council,Whole Site,1.0646,Clifton West
1248,Daleside Road verges 1,,Amenity Green Space,,,No access information,,Whole Site,1.049,Dales
675,Pastureland south of Coronation Allotments, ,Agricultural,,Grassland,No access information,Nottingham City Council,Whole Site,1.0452,Clifton West
2367,Tottle Brook Grassland 1,Neighbourhood,Natural and Semi Natural,,Wetland,No public access,Nottingham City Council,Whole Site,1.0055,Meadows
2442,Woodborough Road,Local,Outdoor Sports Facility,,Playing Fields,No access information,Nottingham City Council,Whole Site,0.9965,St Ann's
2275,Clifton Spinney Pond,Local,Natural and Semi Natural,,Wetland,No public access,Unknown,Whole Site,0.9902,Clifton West
1250,David Charles Estate - 1,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.9724,Clifton West
2174,Greenwood Dale, ,Institutional,,School,No access information,Nottingham City Council,Whole Site,0.9656,Dales
284,Bulwell BMX track,Destination,Provision for Children and Young People,,BMX Track,Freely accessible to public,Nottingham City Council,Whole Site,0.9598,Bulwell
2274,Clifton Hall woodland,Local,Natural and Semi Natural,,Woodland,No public access,Nottingham City Council,Whole Site,0.9347,Clifton West
2372,Woodland adjacent to Basford Hall open space,Local,Natural and Semi Natural,,Woodland,No public access,Unknown,Whole Site,0.9316,Basford
2233,Snape Wood Primary School,Local,Institutional,,School,No access information,Nottingham City Council,Whole Site,0.9267,Bulwell
2334,River Leen 17 - 1,City,Natural and Semi Natural,,Green Corridor,No public access,Nottingham City Council,Whole Site,0.5174,Hyson Green & Arboretum
1906,River Crescent open space,,Amenity Green Space,,Grass,No access information,,Whole Site,0.8635,Dales
2289,Former Rutland House Secondary School,Local,Natural and Semi Natural,,Woodland,No public access,,Whole Site,0.8522,Dales
2249,Top Valley Comprehensive School - 1,Local,Institutional,,School,No access information,Nottingham City Council,Whole Site,0.8461,Bulwell Forest
2153,Cedars Rehab Unit - 4,Local,Institutional,,Gardens,No access information,NHS,Whole Site,0.8419,Sherwood
247,Phoenix Park adventure playground,Destination,Provision for Children and Young People,,Adventure,No public access,Nottingham City Council,Whole Site,0.8315,Aspley
2159,Djanogly City Academy, ,Institutional,,Playing Field,No access information,Nottingham City Council,Whole Site,0.8259,Berridge
2216,Old Basford Primary & Nursery School, ,Institutional,,School,No access information,Nottingham City Council,Whole Site,0.8236,Basford
2157,Colwick Woods - West View - 3,City,Institutional,,Woodland,No access information,Nottingham City Council,Whole Site,0.8146,Dales
2371,Wilkinson Street open space nr allotments - 2,Local,Natural and Semi Natural,,Grassland / Scrub,No public access,Nottingham City Council,Whole Site,0.8066,Basford
2472,Hucknall Road Open Space - 1,Local,Natural and Semi Natural,,Woodland / Corridor,No public access,Nottingham City Council,Whole Site,0.7954,Bulwell Forest
2377,Woodthorpe Drive Open Space - 2,Neighbourhood,Natural and Semi Natural,,Scrub,No public access,Nottingham City Council,Whole Site,1.1709,Mapperley
1356,Fairham House open space, ,Amenity Green Space,, ,No access information,Nottingham City Council,Whole Site,1.1625,Clifton East
1244,Cranfield Walk,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.6936,Clifton East
2360,Springfield Pastures,Local,Natural and Semi Natural,,Woodland,No public access,Unknown,Whole Site,0.6885,Mapperley
2324,River Leen 12,Local,Natural and Semi Natural,,Green Corridor,No public access,Nottingham City Council,Whole Site,0.6811,Basford
2232,Shepherd School, ,Institutional,,Grassland,No access information,Nottingham City Council,Whole Site,0.6781,Bilborough
423,St Anns Adventure Playground,Destination,Provision for Children and Young People,,Adventure,No public access,Nottingham City Council,Whole Site,0.6646,St Ann's
1553,Hawton Spinney,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.6624,Lenton & Wollaton East
2239,St Patrick's Catholic School,,Institutional,,School,No access information,Nottingham City Council,Whole Site,0.6541,Clifton West
2260,Valley Road former school playing fields, ,Institutional,,Grassland,No access information,Nottingham City Council,Whole Site,0.6496,Basford
2139,Blessed Robert Wildmerpool Catholic school, ,Institutional,,School,No access information,Unknown,Whole Site,0.6277,Clifton East
1006,In front of science park University Boulevard,,Amenity Green Space,,,No access information,,Whole Site,0.6234,Lenton & Wollaton East
1902,Riseborough Walk 1, ,Amenity Green Space,, ,No access information,Nottingham City Council,Whole Site,0.6183,Bulwell
2197,Mellors Primary School, ,Institutional,,Playing Field,No access information,Nottingham City Council,Whole Site,0.6174,Radford
2320,Queens Drive Park and Ride Site (Crocus Meadows) - 1,Neighbourhood,Natural and Semi Natural,,Grassland,No public access,Nottingham City Council,Whole Site,0.6129,Lenton & Wollaton East
2112,Woodthorpe House Community Centre & Old Lodge Drive - 2, ,Amenity Green Space,, ,No access information,Management company,Whole Site,0.6125,Sherwood
2438,Valley Road Park,Local,Outdoor Sports Facility,,Bowling Green,No access information,Nottingham City Council,Whole Site,0.6019,Sherwood
2209,Nottingham High School - 1,Local,Institutional,,School,No access information,Nottingham High School,Whole Site,0.5969,Hyson Green & Arboretum
501,Porchester Road Cutting,Local,Natural and Semi Natural,,Woodland,No public access,Nottingham City Council,Whole Site,0.5919,Mapperley
2365,Tottle Brook 1,Local,Natural and Semi Natural,,Green Corridor,No public access,Nottingham City Council,Whole Site,0.5861,Wollaton West
660,Ventnor Rise,Local,Natural and Semi Natural,,Grassland / Scrub,No public access,Nottingham City Council,Whole Site,0.5835,Basford
1725,Melbury Road/Strelly Road Green,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.5819,Bilborough
2399,Dunkirk Fire Station,Local,Outdoor Sports Facility,,Sports Turf,No access information,Nottingham City Council,Whole Site,0.5805,Lenton & Wollaton East
1245,Cycleway linking University Blvd with Science Park,,Amenity Green Space,,,No access information,,Whole Site,0.5713,Lenton & Wollaton East
1895,Rempstone Drive amentity spaces,,Amenity Green Space,,,No access information,,Whole Site,0.5677,Basford
2190,Huntingdon Primary and Nursery - 1,Local,Institutional,,School,No access information,Nottingham City Council,Whole Site,0.5439,St Ann's
1246,Dalehead Green,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.5376,Clifton East
2273,Burrows Farm Grassland - 2,Local,Natural and Semi Natural,,Grassland,No public access,Nottingham City Council,Whole Site,0.5338,Clifton West
2192,Hyson Green St Mary's Catholic School,Local,Institutional,,School,No access information,Nottingham City Council,Whole Site,0.5291,Hyson Green & Arboretum
2041,Weaving Gardens Former Haywood Schhol site, ,Amenity Green Space,,,No access information, ,Whole Site,0.522,Sherwood
1570,Kelham Green,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.2819,St Ann's
2269,Birdcage Walk (River Leen 24) - 1,Neighbourhood,Natural and Semi Natural,,Grassland / Scrub / Corridor,No public access,Nottingham City Council,Whole Site,0.2811,Lenton & Wollaton East
1661,London Road verge,,Amenity Green Space,,,No access information,,Whole Site,0.5148,Meadows
2210,Nottingham High School - 2,Local,Institutional,,School,No access information,Nottingham High School,Whole Site,0.5108,Hyson Green & Arboretum
960,Broxtowe Lane amenity space - 2,,Amenity Green Space,,,No access information,Nottingham City Council,Whole Site,0.5101,Aspley
2211,Nottingham High School - 3,Local,Institutional,,School,No access information,Nottingham High School,Whole Site,0.5052,Hyson Green & Arboretum
321,Birdcage Walk (River Leen 24) - 2,Neighbourhood,Natural and Semi Natural,,Grassland / Scrub / Corridor,No public access,Nottingham City Council,Whole Site,0.5032,Lenton & Wollaton East
2250,Top Valley Comprehensive School - 2,Local,Institutional,,School,No access information,Nottingham City Council,Whole Site,0.4812,Bulwell Forest
784,Beckhampton Road,,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.4799,Bestwood
2151,Cedars Rehab Unit - 2,Local,Institutional,,Gardens,No access information,NHS,Whole Site,0.4717,Sherwood
1363,Newcastle Circus, ,Amenity Green Space,, ,No access information,Unknown,Whole Site,0.4678,Castle
2218,Queens Medical Centre - 1,Local,Institutional,,Grass verges,No access information,NHS,Whole Site,0.4671,Lenton & Wollaton East
2358,Rough Wood,Local,Natural and Semi Natural,,Woodland,No public access,Nottingham City Council,Whole Site,0.4666,Clifton West
2132,Aspley Wood School, ,Institutional,,School,No access information,Nottingham City Council,Whole Site,0.4658,Leen Valley
678,Aldrin Close Greenspace,Local,Amenity Green Space,,Grass,No access information,,Whole Site,0.4596,Bulwell
2449,Balloon Woods Adventure Playground,Destination,Provision for Children and Young People,,Adventure,No public access,Nottingham City Council,Whole Site,0.4475,Bilborough
1848,Open space around St Anns Adventure Playground, ,Amenity Green Space,, ,No access information,Nottingham City Council,Whole Site,0.7777,St Ann's
2148,Carrington School,Local,Institutional,,School,No access information,Nottingham City Council,Whole Site,0.7777,Sherwood
2434,Selhurst Street,Local,Outdoor Sports Facility,,Sports Ground,No access information,Nottingham City Council,Whole Site,0.7622,Hyson Green & Arboretum
2180,Hempshill Hall School - 1,Local,Institutional,,School,No access information,Nottingham City Council,Whole Site,0.7608,Bulwell
474,Canal Allotments (Private),,"Allotments, Community Gardens and Urban Farms",,Private gardens within allotment site,No public access,Various,Whole Site,0.7522,Wollaton West
